cancellation_id,booking_id,cancelled_at,cancellation_reason,cancellation_lead_days,cancellation_fee_jpy,refund_amount_jpy,refund_status,loaded_at
44e1a96d-0ae7-4206-be71-947ba0df8604,a75bf405-e31b-4980-84c0-e8d9111fc771,2025-06-23 00:00:00+00:00,personal,48,0,1261029,processed,2026-04-30 07:32:57.279837+00:00
07cb1eea-862c-4bc6-aa8b-e0aa0b92d857,072110f1-bce2-45fe-928d-0ff9a421a249,2023-03-29 00:00:00+00:00,personal,6,863296,863296,processed,2026-04-30 07:32:57.285752+00:00
03f9a885-60e6-4c14-b875-220cfbd3dfe5,f4ae7c71-08b6-4015-b651-efb0ca8706ef,2025-02-23 00:00:00+00:00,other,51,0,249920,pending,2026-04-30 07:32:57.393979+00:00
d931f94e-2923-46aa-8075-3f52b8ef7e7d,16ee785c-4c5b-4a17-9183-dd0dbea32142,2022-04-09 00:00:00+00:00,personal,30,0,592638,processed,2026-04-30 07:32:57.402105+00:00
15688e70-19d7-4629-8aac-582029354188,ee6ccca0-139e-4495-b639-940a687f9d19,2025-04-26 00:00:00+00:00,airline_cancel,16,258917,1035670,processed,2026-04-30 07:32:57.411297+00:00
86863b0d-2362-4c18-a4cb-2f555364318a,209127b4-7bf4-49bc-8024-a43d66472571,2023-09-18 00:00:00+00:00,change_of_plan,23,313361,1253446,processed,2026-04-30 07:32:57.416192+00:00
d70be93a-1d8f-4318-81d4-4c71c77c3cef,d4431eb6-eb19-43c3-83b6-60e0030c8400,2023-09-21 00:00:00+00:00,change_of_plan,14,208698,834792,processed,2026-04-30 07:32:57.425567+00:00
ee92fa49-110c-43b3-a03e-4dad030cb1f4,16fdcc24-de91-4789-9344-6e93bda612b0,2024-04-23 00:00:00+00:00,personal,6,443676,443676,processed,2026-04-30 07:32:57.433133+00:00
2b3bc3c2-07c1-4f2c-88f9-0efff6aa3311,f17d8fed-5d77-4cc5-be27-b7c174e4440c,2022-08-14 00:00:00+00:00,change_of_plan,21,37471,149885,processed,2026-04-30 07:32:57.444626+00:00
1ef89061-2909-4b16-9544-6b0dc6777232,09ed3528-9c03-4810-bff3-84b033470f08,2024-07-10 00:00:00+00:00,health,34,0,548176,processed,2026-04-30 07:32:57.447214+00:00
89315c14-210c-4f65-a746-fce14aba8419,5f036789-8eae-438a-a8fb-f93960baee79,2025-11-22 00:00:00+00:00,personal,12,61182,244728,processed,2026-04-30 07:32:57.451114+00:00
45a275ff-1387-4727-ac95-6f559e2ffcb2,d2ce4858-3f17-454c-84d6-018bf493b773,2025-10-27 00:00:00+00:00,health,25,74580,298324,processed,2026-04-30 07:32:57.463755+00:00
c40b7f9e-c720-4ce9-a631-fdb83a6e5151,6b614d06-5114-472f-a49a-54e4e5259a2b,2025-11-05 00:00:00+00:00,health,55,0,118662,processed,2026-04-30 07:32:57.469383+00:00
5aeff984-392c-4237-8852-344013999fe7,582df36b-cde6-4e19-84b3-22a4fce558d4,2024-09-14 00:00:00+00:00,other,15,121372,485492,processed,2026-04-30 07:32:57.489954+00:00
88bc316d-6121-4a08-abbc-95e5173962bf,a5d81fc5-a901-45c2-acd3-5743a05849f3,2023-07-05 00:00:00+00:00,change_of_plan,99,0,449470,processed,2026-04-30 07:32:57.501648+00:00
66856439-da8b-4a8a-8148-b52d57824385,cb3838f6-efea-4e49-bab0-9b072fa51bae,2023-02-12 00:00:00+00:00,personal,23,19872,79492,processed,2026-04-30 07:32:57.506711+00:00
e81a4c8b-9261-4515-b75e-412e7286efc1,a38aa18a-4f58-4812-9fbc-2df93c760783,2023-06-25 00:00:00+00:00,airline_cancel,2,221811,0,processed,2026-04-30 07:32:57.523031+00:00
a6c7ae1e-7b83-45f0-94dc-d82467484a33,50543ac9-ea54-4142-93a0-a42b3812dcd2,2025-10-07 00:00:00+00:00,personal,22,38703,154813,processed,2026-04-30 07:32:57.524346+00:00
6f88a55b-ac21-4d33-9dd1-11ef3d05245b,a8a4e391-a684-4f48-8296-87ad041d3a29,2023-10-07 00:00:00+00:00,health,3,592202,592203,pending,2026-04-30 07:32:57.535073+00:00
bf3574d2-32db-4528-b4f6-53048558490a,b606b66e-a303-4ae0-842c-8f8a65143ae4,2023-07-31 00:00:00+00:00,weather,14,157686,630747,pending,2026-04-30 07:32:57.535811+00:00
cc3801f8-a5dd-476f-9d5e-4cc90fed539b,e99c90c6-aa4d-421c-8660-fcf022920e6a,2024-12-11 00:00:00+00:00,health,11,77023,308092,processed,2026-04-30 07:32:57.538498+00:00
8a43343c-7070-47b7-8969-658622162daf,bde7dbc2-f756-4e3e-8596-c16b0a045695,2025-02-21 00:00:00+00:00,health,22,73217,292871,processed,2026-04-30 07:32:57.547762+00:00
be77b3e6-d364-44f7-a41c-546cccdcc075,e47c6735-c322-4609-8a84-3179a1e74265,2023-06-21 00:00:00+00:00,change_of_plan,1,89728,0,processed,2026-04-30 07:32:57.575427+00:00
0f3d5ab0-d7b7-4015-89d1-2da979eb8d40,1af4660c-f6b1-47d5-82de-2902c01bc60b,2025-02-18 00:00:00+00:00,other,10,114653,458614,processed,2026-04-30 07:32:57.587803+00:00
758a0de9-c8fb-4c66-ae1a-3ada4751fa28,d5e8020f-0175-4b09-97b1-8a9f1c4e3633,2024-09-01 00:00:00+00:00,change_of_plan,2,234432,0,denied,2026-04-30 07:32:57.599670+00:00
d24de330-f71c-46bb-a10f-be055b2861f4,ec8ef03d-e43a-42f4-b5ae-0b028b3b2319,2023-12-11 00:00:00+00:00,other,24,51050,204204,processed,2026-04-30 07:32:57.604518+00:00
d6caedb9-09da-4c34-9c51-cdfb34b01d22,68ab42d1-1cf3-44f6-b812-23b095e85631,2025-06-01 00:00:00+00:00,change_of_plan,4,1011328,1011328,processed,2026-04-30 07:32:57.606280+00:00
6b681675-1e64-4392-abc7-cdb4c1a1b283,fc2e990a-dff3-4ea0-aea5-7e0f2ea41853,2024-11-14 00:00:00+00:00,health,116,0,680736,processed,2026-04-30 07:32:57.615653+00:00
76cddd1b-433c-4085-8b85-57b083b5dacc,730e9880-bdc7-4bed-8aeb-f9fcf81c83fe,2024-01-03 00:00:00+00:00,personal,4,370286,370286,processed,2026-04-30 07:32:57.619366+00:00
42d70d90-393b-4a2e-b178-8e4e53814542,61903231-ebf4-4abf-b2a2-4878a1f37b69,2025-11-20 00:00:00+00:00,health,38,0,274575,processed,2026-04-30 07:32:57.666140+00:00
66ca6b52-930e-4b0b-96ee-aa7f30639b65,49480d4e-8b2e-40ec-ab0c-9db9f278623e,2022-10-23 00:00:00+00:00,force_majeure,13,60362,241448,processed,2026-04-30 07:32:57.676807+00:00
