review_id,booking_id,customer_id,plan_name,destination_region,rating,nps,comment,comment_summary,sentiment,review_date,loaded_at
44da04d1-1674-4c49-9d43-c3c13a747062,c547819b-d11e-4b84-bd40-1b1c26fe8971,1d7626e3-96b9-4a68-8d47-af7756fcd7e1,三重3泊4日ひとり旅プラン (夏休み),三重,4,55,子どもが大はしゃぎ。家族の思い出に最高のプランでした。,,positive,2024-09-05,2026-04-30 07:43:36.299065+00:00
9a2a19c7-ac7a-4cac-a787-51d20da63804,9baa5a71-c3e3-46e8-a8f1-cee694df66f6,04f4d41d-b8f2-466b-a46a-a646504ea5ca,北海道6泊7日ひとり旅プラン (秋),北海道,4,74,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2025-10-21,2026-04-30 07:43:36.320326+00:00
abb2f076-7284-4a8e-86e6-6170bedd4bf0,29c57706-2cda-4329-83d0-84b5b0097b83,ec66c1e8-9fc7-4848-9a78-3cd39dc87c78,沖縄3泊4日ファミリープラン (秋),沖縄,3,38,良い旅行でしたが、食事のバリエーションがもう少しあると嬉しいです。,,neutral,2025-09-29,2026-04-30 07:43:36.330453+00:00
a6d60981-44d3-454e-8f33-62a30540bb99,a06c5177-4954-4f28-80d3-4bf7ded3c93c,e68d2a73-a287-4433-97d1-345efc8227eb,京都5泊6日ビジネスプラン (冬),京都,4,61,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2025-03-23,2026-04-30 07:43:36.334449+00:00
78a9372f-f247-4a34-8a7a-3be6a4e4a884,ac27af54-3575-4a0c-b745-30e009020f9c,e6c7ffd1-758c-4d7c-8f7b-d42ca7d2532c,北海道4泊5日ファミリープラン (春),北海道,5,91,北海道のホテルが特に良かったです。また利用したい。,,positive,2023-06-03,2026-04-30 07:43:36.336976+00:00
fed55a84-0d9b-4af6-9151-00035d8519a8,14bd5da0-e91b-4e72-9009-053797c93db5,4c17f17a-3495-42cb-ae5c-55b53aac4e58,その他6泊7日グループプラン (秋),その他,4,60,子どもが大はしゃぎ。家族の思い出に最高のプランでした。,,positive,2023-11-11,2026-04-30 07:43:36.406587+00:00
7bd473a2-b3f3-4199-aa3a-a731c825ae4f,fb1832ef-a64a-430d-92d4-960173a6a985,755bdfe4-2a68-4f9f-a631-d9e8d987284f,京都5泊6日ファミリープラン (冬),京都,5,82,京都は本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2023-02-28,2026-04-30 07:43:36.411820+00:00
6bd2e98a-256f-405c-9cd0-fcbfd0a1ad22,352dacc0-f7f9-429e-a65f-2a09d38f718b,b606cb4e-d56b-47fc-955e-3bf8f08596ff,大阪6泊7日カップルプラン (春),大阪,4,62,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2025-04-27,2026-04-30 07:43:36.418761+00:00
5cb808aa-ac03-477c-8cc7-a906b690dc4c,6d8d8c38-4220-4f36-9e24-f7ea9406db48,fcf475ae-c858-47aa-a0d5-c7259b0a5e97,沖縄6泊7日ビジネスプラン (春),沖縄,4,60,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2023-04-30,2026-04-30 07:43:36.420076+00:00
d2df86ae-6082-4b0e-83af-0453b694992c,4c837b1a-d040-40af-a932-defa650421a3,2d6751ae-67f2-49cc-89cf-02f1f347e93e,パリ周遊3泊4日カップル向け (GW),パリ,4,75,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2024-05-11,2026-04-30 07:43:36.455244+00:00
3adb7398-3117-4973-9bce-3579e7316cc3,f9439760-46e7-438d-92c6-89aeed786022,24cbfe79-6514-4ede-97c0-aed71ff7d7ed,宮城3泊4日ビジネスプラン (秋),宮城,5,98,子どもが大はしゃぎ。家族の思い出に最高のプランでした。,,positive,2025-12-22,2026-04-30 07:43:36.456314+00:00
021fe261-e03b-4ef1-a39d-7f37542ccd75,fdf669fa-24e3-4f71-beec-2a570a293bf7,29a55f9a-2aac-412d-a96b-e0a9710c75df,パリ周遊6泊7日グループ向け (夏),パリ,5,84,パリのホテルが特に良かったです。また利用したい。,,positive,2024-06-20,2026-04-30 07:43:36.462319+00:00
a2093567-5c21-4e4c-b3eb-728dc9f8300b,783b28fd-59c9-4f66-8cae-7274351823a3,4be0397e-f784-4dfe-934b-663f8799cb97,北海道3泊4日学生プラン (冬),北海道,3,-2,良い旅行でしたが、食事のバリエーションがもう少しあると嬉しいです。,,neutral,2025-12-21,2026-04-30 07:43:36.481276+00:00
298d7c1b-fd6f-4732-8d23-06ab2921ecfa,7683c07b-8d4b-4232-a86b-7efb17ec71e7,d2528351-41da-4b11-8a31-c7afbc620654,大阪3泊4日ひとり旅プラン (夏),大阪,5,86,子どもが大はしゃぎ。家族の思い出に最高のプランでした。,,positive,2023-07-04,2026-04-30 07:43:36.497946+00:00
b24467de-797d-4970-ab9d-2d7ec95405a6,7b01efa0-2315-4ec1-9b77-364b8996e611,b9f06e60-23ae-4339-94a0-de7e926cd53e,沖縄3泊4日ひとり旅プラン (冬),沖縄,2,-54,現地スタッフとの連絡が取りづらく、不安になりました。,,negative,2022-02-28,2026-04-30 07:43:36.500850+00:00
4ed1eba8-cf1f-4d07-b8d0-61112316a4a7,99762461-7d3e-45e7-8900-25227eadf2e0,aadb440c-4ba9-4fec-bdd6-529ccec5651e,訪日沖縄体験4泊5日 (冬),沖縄,5,90,沖縄のホテルが特に良かったです。また利用したい。,,positive,2024-02-25,2026-04-30 07:43:36.534831+00:00
da8af369-dc47-4307-aea0-276465bda7f4,f7312bc0-b404-439d-9506-924ab93b29ae,00dd6ee0-e88c-46aa-beaf-6fdeb9963bd5,広島4泊5日ひとり旅プラン (春),広島,3,23,良い旅行でしたが、食事のバリエーションがもう少しあると嬉しいです。,,neutral,2024-04-02,2026-04-30 07:43:36.538074+00:00
7e217246-751f-4f0a-b41b-e2b0a4d02046,1c9f589e-c405-4660-9aa9-719d39fe8598,896b4654-5b33-41ee-9678-67f60d1b2962,北海道2泊3日ビジネスプラン (冬),北海道,4,78,北海道は本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2025-01-10,2026-04-30 07:43:36.573794+00:00
510583b5-2134-4122-97ec-fa36690db3b9,51eb3cc5-963a-4bd8-beef-ac9323c3cdf6,b88abd71-6d01-4adc-9129-1952de4bc779,沖縄2泊3日グループプラン (春),沖縄,3,22,概ね満足ですが、移動が少し慌ただしかったです。,,neutral,2023-04-04,2026-04-30 07:43:36.596467+00:00
ba693d8d-777b-4721-b266-ebc307354800,cd5f71e2-1854-49c4-b234-99db1e68755c,4388065e-fba2-4f71-85eb-48725648891f,パリ周遊3泊4日カップル向け (GW),パリ,5,91,パリのホテルが特に良かったです。また利用したい。,,positive,2024-05-22,2026-04-30 07:43:36.597934+00:00
e3152f15-e216-4e15-85bb-79b94043f6b9,1628e6bb-57a8-4287-a09b-328da006def8,f3a835df-8566-4a4d-9947-b23ac5778278,沖縄3泊4日学生プラン (年末年始),沖縄,4,62,沖縄のホテルが特に良かったです。また利用したい。,,positive,2025-01-29,2026-04-30 07:43:36.611406+00:00
ee8a8adc-9dc9-475d-97dc-c152ca1471a8,34cc6f54-a66f-40ea-a87c-1b76fde3717a,705e8ee3-bc8c-4fd0-b2bf-88f52836f88d,石川5泊6日ファミリープラン (夏),石川,4,51,石川のホテルが特に良かったです。また利用したい。,,positive,2025-08-19,2026-04-30 07:43:36.611897+00:00
e31c2a85-b180-40a4-bef1-85a8c563fa2b,d77a1cfc-7822-4579-9317-837f58a412b0,d5dec3a8-2ebf-4d92-b312-bfc635c01c3a,韓国周遊3泊4日ファミリー向け (秋),韓国,5,82,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2025-10-11,2026-04-30 07:43:36.614208+00:00
db3f1b50-0158-419c-a2b2-c86192b625c7,749b0b68-af31-4e68-bd97-f03e4a39ede0,65fa21d2-564b-4674-ac04-9c70c0a14256,ハワイ周遊6泊7日シニア向け (秋),ハワイ,5,98,ハワイは本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2022-10-09,2026-04-30 07:43:36.625940+00:00
30a9a545-fcec-46df-910f-0f502544d3c9,2ade3629-789c-40f1-a83d-23a4257892af,0540557f-2ef6-4757-a463-5bc317adc834,アメリカ西海岸周遊2泊3日ひとり旅向け (夏),アメリカ西海岸,3,-10,概ね満足ですが、移動が少し慌ただしかったです。,,neutral,2023-07-12,2026-04-30 07:43:36.635248+00:00
7d05032d-e507-4a37-9a8d-117e081c5d72,609b1566-8e99-4ecc-b23c-8e5b30ac6a1e,2c774681-4499-4972-9b7c-12e24186c3b4,ベトナム周遊5泊6日ひとり旅向け (夏),ベトナム,4,52,ベトナムのホテルが特に良かったです。また利用したい。,,positive,2025-08-31,2026-04-30 07:43:36.642559+00:00
47460e5f-1c04-4336-ad2e-bd4c875a7eca,043365ef-5537-43d1-97a7-338d47bcb85c,ea86d456-9378-4693-9b94-3bedb0f05e2e,ハワイ周遊6泊7日ファミリー向け (冬),ハワイ,3,14,良い旅行でしたが、食事のバリエーションがもう少しあると嬉しいです。,,neutral,2024-01-07,2026-04-30 07:43:36.696059+00:00
b02186c9-0ef9-4ef1-bc02-71081530373b,50171af7-1333-4026-b5ee-df39a73035a2,fa8cd643-93cb-494b-bc5c-0c1162776f29,東京6泊7日ひとり旅プラン (春),東京,4,76,ガイドさんが親切で現地のおすすめスポットも教えてくれました。,,positive,2025-06-17,2026-04-30 07:43:36.697258+00:00
bbfb3699-97b7-4fb2-b613-754c08f25d22,042eaa44-2e0e-4304-aa62-24abae1adbd8,ccaa771b-861a-468a-bec9-9abb9514d4ab,福岡6泊7日学生プラン (秋),福岡,1,-75,ホテルの設備が古く、写真と少しイメージが違いました。,,negative,2025-11-18,2026-04-30 07:43:36.701156+00:00
dd21fefe-ef53-49cd-9488-9562b9f34af8,c597cc2c-e7cc-4689-8b77-e1cb88e607bf,bee44d15-6898-440e-8b25-7b36eb674b43,宮城3泊4日カップルプラン (GW),宮城,4,43,宮城のホテルが特に良かったです。また利用したい。,,positive,2024-06-07,2026-04-30 07:43:36.727197+00:00
c7f91141-b292-4fd4-bdce-62aa9c46648f,b1cfe73d-dcdc-4269-a7c0-d801d9f13788,337d3ec0-124d-4e00-a7a5-69e60d800b23,韓国周遊5泊6日ファミリー向け (夏),韓国,5,98,韓国は本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2023-08-12,2026-04-30 07:43:36.729958+00:00
7db8cdbb-503c-4cab-9b64-0953b77fdf06,b2a07112-125f-49b0-8013-ae4796a798c3,48354256-d1a0-4ec6-93e3-efe143828a2b,その他3泊4日ひとり旅プラン (夏),その他,3,37,概ね満足ですが、移動が少し慌ただしかったです。,,neutral,2025-08-01,2026-04-30 07:43:36.744068+00:00
a535ed5a-5d3f-41b2-925d-9b8345262a05,a4b96104-cd5a-4e75-ac8e-1d90ea471747,3c9ef151-1927-4078-86a6-869202431508,福岡4泊5日ファミリープラン (夏),福岡,5,85,福岡は本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2024-06-28,2026-04-30 07:43:36.749309+00:00
9b5d5f50-5e4a-40cc-af80-f08664e66e37,0ec3ded1-f34c-4c72-91a5-5967cf09df78,fc6ba22e-3cde-4d18-93ac-82459ef31993,沖縄6泊7日ひとり旅プラン (春),沖縄,5,84,沖縄は本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2022-04-15,2026-04-30 07:43:36.756024+00:00
de48a169-445c-4bc5-a527-756807e1a853,8a9adc28-e8d5-470b-b27d-b4d982158727,bb0d1187-309a-4b5b-851c-a3bd115f1857,台湾周遊4泊5日シニア向け (春),台湾,5,80,子どもが大はしゃぎ。家族の思い出に最高のプランでした。,,positive,2023-03-24,2026-04-30 07:43:36.772621+00:00
63b17fd4-8c5e-40dc-b783-699e689565d7,a8afdb38-10de-48c8-a9a9-d630db232e39,b444526b-b4c2-40d1-8f73-b605d405c789,沖縄2泊3日ファミリープラン (秋),沖縄,3,14,良い旅行でしたが、食事のバリエーションがもう少しあると嬉しいです。,,neutral,2025-11-20,2026-04-30 07:43:36.813800+00:00
d0ece764-368c-42ee-9524-0ee4cc8fa98f,dca0dad8-55ae-420c-9c40-aa4c20798b2c,6c667e8b-9305-4bb2-b434-4592a5d263ad,ベトナム周遊6泊7日ひとり旅向け (秋),ベトナム,2,-26,予約の変更がしにくかった点が残念。,,negative,2025-12-29,2026-04-30 07:43:36.839132+00:00
bdc5ec20-4997-4ae3-b089-b332c0083a40,6bd35b24-9cdb-4a3f-9141-f8d02fd92137,92e60294-1455-4046-a27d-aa93e928e55b,静岡6泊7日シニアプラン (冬),静岡,1,-98,ホテルの設備が古く、写真と少しイメージが違いました。,,negative,2023-01-23,2026-04-30 07:43:36.851152+00:00
2cac4d87-4ec7-4f66-a702-adb4dab4ac21,b46b1450-31e4-44b7-8a59-7bb63177436a,a26d64d8-ec52-45db-81df-d3216bd94e6e,訪日東京体験3泊4日 (冬),東京,4,77,東京は本当に素晴らしかったです。スタッフの対応も丁寧で安心して楽しめました。,,positive,2023-02-02,2026-04-30 07:43:36.866067+00:00
383ed3e0-bebd-45b7-aba6-a1adc1ddf795,51c5826a-ae0d-43bd-8641-03e2f199a6b8,802498ff-0b91-4b4d-ba32-6d9fec016caf,ハワイ周遊5泊6日カップル向け (春),ハワイ,3,-10,良い旅行でしたが、食事のバリエーションがもう少しあると嬉しいです。,,neutral,2023-04-19,2026-04-30 07:43:36.873682+00:00
